step_id_,used_rsf,max_rsf,win
100_1,0.50286106373237,1.002032881872367,0
100_2,0.4902169436059593,0.5033221999551521,0
100_3,0.47174017296650955,0.5043495553390437,0
100_4,0.48723334475286567,0.5364824869371172,0
100_5,0.47881315991215045,0.5031932938385271,0
101_1,0.40143542468316346,0.4860913704322032,0
101_2,0.41812226488146254,0.5377459515204878,0
101_3,0.5047703471213966,0.5047703471213966,1
101_4,0.5393056082515957,0.6240572797930612,0
101_5,0.533569970720393,0.5954861203261838,0
101_6,0.43533226641979117,0.5335699707364072,0
101_7,0.458688182741611,0.5524037203577687,0
101_8,0.46895600300981,0.7046733340354484,0
102_1,0.45331408162341996,0.48694800293332263,0
102_2,0.45912943105380755,0.6070972929823725,0
102_3,0.4816143869392451,0.570382203860774,0
102_4,0.5148495436624365,0.5818857295421902,0
102_5,0.4013027858442167,0.5150488046796013,0
103_1,0.5216075491433596,0.5492231906564375,0
103_2,0.528395254691117,0.6147756454203961,0
103_3,0.416812532029833,0.5489564153288918,0
103_4,0.40227460035694756,0.4184226546288309,0
103_5,0.3538873349865267,0.5275469054376973,0
103_6,0.3233619838882103,0.36259222053127094,0
103_7,0.32545217387710296,0.41217689893484677,0
104_1,0.2649122331665032,0.2894493107166852,0
104_2,0.3304462387299456,0.36648716081813976,0
104_3,0.3763930413047621,0.39861318626546616,0
104_4,0.3732571292609017,0.37891359202146546,0
104_5,0.38237655408385207,0.38237655408385207,1
104_6,0.3843083412451707,0.40842095114913185,0
105_1,0.49012309220663636,0.7329804007395211,0
105_10,0.4415891124060644,0.6585299386923595,0
105_11,0.4418368009735321,0.7441416747719238,0
105_12,0.45093286558425366,0.45093286558425366,1
105_13,0.44254147986088965,0.7529166751461067,0
105_14,0.4425472352091361,0.5159450555454015,0
105_15,0.4257405425343078,0.4425473226591962,0
105_16,0.4819398531212477,0.5077998744748814,0
105_17,0.47244827374454873,0.6221466286691112,0
105_18,0.49194338372434737,0.6786465508223868,0
105_19,0.5087067834784303,0.595717797764526,0
105_2,0.4801990576491357,0.49973652749905495,0
105_20,0.5104576027464172,0.5188072625009965,0
105_21,0.4720840762367762,0.5475388048617873,0
105_22,0.5417982921677105,0.5481985995777073,0
105_23,0.4800975565137683,0.6625366118890711,0
105_24,0.4733244169767525,0.527717183032361,0
105_25,0.5077140627516327,0.5716350115661727,0
105_26,0.5073162538414797,0.6027416633259315,0
105_27,0.5005743061786602,0.5791099242153461,0
105_28,0.4987964665598236,0.6322198772118369,0
105_29,0.8456081040033796,0.8456081040033796,1
105_3,0.5092544276900621,0.620937414029819,0
105_30,0.93262577058715,1.054503522288069,0
105_31,0.9805000246068043,1.178275767653975,0
105_32,1.1917672624842577,1.1917672624842577,1
105_33,1.1436338164286544,1.2083804136708147,0
105_34,1.119962184582835,1.1527404290127266,0
105_35,1.0630343270273066,1.1205772759223134,0
105_36,1.0636967855195345,1.0874674061797787,0
105_37,1.0927191782827648,1.1336157811741552,0
105_38,1.0842561944746332,1.0942676943604437,0
105_39,1.076188637766845,1.2097870505251955,0
105_4,0.4979531551755128,0.510057825777528,0
105_40,1.0708150632310178,1.2482491722251718,0
105_41,1.012022089856329,1.0748421142711546,0
105_42,1.013061204124356,1.0983652632837877,0
105_43,1.0175432441599344,1.0502952890792374,0
105_44,1.0133440637599644,1.0805764416740498,0
105_45,1.0168270142291884,1.0576247312120466,0
105_46,1.0126911752754526,1.0203819500589861,0
105_47,1.0184476354722483,1.0754240182936106,0
105_48,1.0059187284275632,1.1481676629054136,0
105_49,1.0592539983324247,1.0895591073101702,0
105_5,0.5015896603057642,0.5027801784099059,0
105_50,1.0842102232859763,1.1466628904589693,0
105_51,1.0582433957558517,1.0928287787570865,0
105_52,1.0441913040880104,1.0863097138662152,0
105_53,1.0388804612159892,1.2111254426412874,0
105_54,1.0258016107000605,1.0759639213057903,0
105_6,0.5084234120857845,0.5111650618843409,0
105_7,0.49565223721936846,0.5130515904336735,0
105_8,0.5015896603057642,0.5406247736485097,0
105_9,0.48276055984704974,0.5074617292046256,0
106_1,1.0355368157426632,1.0451206254242866,0
106_10,0.9635486275496516,1.2172576677736018,0
106_100,2.0106970716903625,2.0106970716903625,1
106_101,1.8747636280895117,2.053553772911212,0
106_102,1.8756435542926475,1.9642749707088754,0
106_103,1.9008902576484887,2.2592589357672557,0
106_104,1.9013421422937713,1.9099227639577012,0
106_105,2.0252607944380467,2.0252607944380467,1
106_106,1.972390104987655,2.0386482474511984,0
106_107,2.017014047315929,2.017014047315929,1
106_108,2.2183836117749025,2.2183836117749025,1
106_109,2.1388398951087426,2.2984466108141017,0
106_11,1.2841775794119237,1.2841775794119237,1
106_110,2.379673661935123,2.379673661935123,1
106_111,1.9349079465780006,2.382853888387364,0
106_112,1.9806333651956705,2.4173485951054263,0
106_113,2.176167154151127,2.176167154151127,1
106_114,2.105591615366438,2.1952606146057514,0
106_115,2.1908766276141223,2.1908766276141223,1
106_116,1.8724441709778914,2.1909582654868025,0
106_117,1.2624359928093556,1.9203506416973997,0
106_118,1.175038846101249,1.9463270240235988,0
106_119,1.3154062502126989,1.3564925143172528,0
106_12,1.1613942874165388,1.3304838419501577,0
106_120,1.187426859656619,1.3522476560329781,0
106_121,1.264391405944017,1.409747869708261,0
106_122,1.1207586232714999,2.113448037448703,0
106_123,1.2677186064518489,1.2677186064518489,1
106_124,1.270836357658034,1.4270213045009856,0
106_125,1.257721652517989,1.3263743406971045,0
106_126,1.2506623624979054,1.28965621155284,0
106_127,1.2520109476752548,1.2520109476752548,1
106_128,1.2694266053617955,1.4979786653346108,0
106_129,1.2605093901039905,1.3022143876170464,0
106_13,1.1711436902287675,1.3200290238726258,0
106_130,1.2584052407818906,1.6594269904705412,0
106_131,1.2655580974724168,1.286216892294066,0
106_132,1.2726318832544246,1.2903684258539962,0
106_133,1.2768760954239147,1.3195245046294266,0
106_134,1.300464409036937,1.317005061273225,0
106_135,1.184197879037185,1.5581989917050705,0
106_136,1.3011463124570248,1.4186861856574269,0
106_137,1.28144249341999,1.405795237878475,0
106_138,1.276861672986013,1.2874160900187555,0
106_139,1.2579553084903807,1.43151677291078,0
106_14,1.080134920511898,1.2281151705002908,0
106_140,1.2999068534199467,1.3286308797842057,0
106_141,1.2557803707641622,1.3003461735496855,0
106_142,1.292570913070668,1.3755549328030088,0
106_143,1.2603806405191735,1.621463437764718,0
106_144,1.2182489605165359,1.280450104464039,0
106_145,1.1427784030461243,1.2538846336262368,0
106_146,1.1631618724527684,1.2295093817738698,0
106_147,1.2636229391520732,1.2636229391520732,1
106_148,1.3539719932791132,1.3539719932791132,1
106_149,1.0678726360929376,1.368507195267381,0
106_15,1.1461237077247075,1.763213346163439,0
106_150,1.134298699032188,1.2265221757369946,0
106_151,1.2193102579988149,1.3787547626823204,0
106_152,1.1603119642798354,1.2264701461471985,0
106_153,1.1540418118090587,1.2924683563247048,0
106_154,1.3408834856588667,1.3408834856588667,1
106_155,1.3252853976228625,1.342121627968021,0
106_156,1.0969308266053062,1.7149532776768333,0
106_157,1.2212791154677576,1.2290913618130073,0
106_158,1.1976344950832973,1.2326054701873255,0
106_159,1.1959652160499192,1.203414156267496,0
106_16,1.1636374084999315,1.1925391061575776,0
106_160,1.1900044754705241,1.3870077652933226,0
106_161,1.264132792635006,1.264132792635006,1
106_162,1.1486035016435059,1.2912793089498136,0
106_163,1.1344101936434663,1.1604889094670445,0
106_164,1.1349145138269896,1.3294239197569753,0
106_165,0.9557506959112051,1.1355216846111527,0
106_166,1.0690541464042072,1.1810307975905858,0
106_167,0.9731237124459645,1.1861232255447998,0
106_168,0.9686457439354976,1.0895228952018912,0
106_169,0.8340869535778975,0.978003385539156,0
106_17,1.1384859240739436,1.190320199881555,0
106_170,0.8269924796127595,0.9752366275196048,0
106_171,0.8495078406709484,0.8614423156725135,0
106_172,0.6292038902568629,1.2335185852279684,0
106_173,0.34118676488335176,0.9237225226084018,0
106_174,0.4004253473835629,0.5186072658365248,0
106_175,0.5386624023561225,0.555931919190347,0
106_176,0.5012725797089308,0.5401661144468768,0
