"cluster_id","collar_id","species","timestamp","lon","lat","geometry"
1,"3533363563307a06","Loxodonta africana","14-10-2022 03:48",26.57084,-33.59029,"POINT (26.57084 -33.59029)"
1,"3533363563307a06","Loxodonta africana","24-11-2023 01:11",26.56123,-33.62637,"POINT (26.56123 -33.62637)"
1,"3533363563307a06","Loxodonta africana","17-08-2023 12:19",26.57735,-33.61326,"POINT (26.57735 -33.61326)"
1,"3533363563307a06","Loxodonta africana","11-04-2022 15:25",26.6076,-33.6021,"POINT (26.6076 -33.6021)"
1,"3533363563307a06","Loxodonta africana","06-09-2023 01:10",26.56429,-33.62687,"POINT (26.56429 -33.62687)"
1,"3533363563307a06","Loxodonta africana","22-01-2023 07:30",26.60019,-33.61956,"POINT (26.60019 -33.61956)"
1,"3533363563307a06","Loxodonta africana","27-09-2022 08:08",26.56494,-33.62041,"POINT (26.56494 -33.62041)"
1,"3533363563307a06","Loxodonta africana","15-08-2023 00:05",26.58559,-33.61432,"POINT (26.58559 -33.61432)"
1,"3533363563307a06","Loxodonta africana","03-03-2023 01:15",26.56607,-33.62821,"POINT (26.56607 -33.62821)"
1,"3533363563307a06","Loxodonta africana","01-09-2023 12:46",26.58344,-33.60769,"POINT (26.58344 -33.60769)"
1,"3533363563307a06","Loxodonta africana","15-02-2023 04:17",26.54416,-33.61819,"POINT (26.54416 -33.61819)"
1,"3533363563307a06","Loxodonta africana","16-12-2022 11:57",26.60052,-33.62074,"POINT (26.60052 -33.62074)"
1,"3533363563307a06","Loxodonta africana","25-01-2023 09:47",26.56815,-33.62276,"POINT (26.56815 -33.62276)"
1,"3533363563307a06","Loxodonta africana","22-06-2023 11:30",26.5694,-33.62172,"POINT (26.5694 -33.62172)"
1,"3533363563307a06","Loxodonta africana","10-06-2023 08:18",26.57854,-33.57834,"POINT (26.57854 -33.57834)"
1,"3533363563307a06","Loxodonta africana","10-10-2022 06:54",26.59277,-33.57271,"POINT (26.59277 -33.57271)"
1,"3533363563307a06","Loxodonta africana","06-07-2023 09:00",26.56227,-33.63047,"POINT (26.56227 -33.63047)"
1,"3533363563307a06","Loxodonta africana","12-06-2022 06:26",26.56249,-33.61727,"POINT (26.56249 -33.61727)"
1,"3533363563307a06","Loxodonta africana","02-12-2023 06:00",26.59221,-33.59939,"POINT (26.59221 -33.59939)"
1,"3533363563307a06","Loxodonta africana","13-05-2023 17:06",26.567,-33.62132,"POINT (26.567 -33.62132)"
1,"3533363563307a06","Loxodonta africana","06-03-2023 01:04",26.56387,-33.63424,"POINT (26.56387 -33.63424)"
1,"3533363563307a06","Loxodonta africana","26-11-2023 23:57",26.56805,-33.61232,"POINT (26.56805 -33.61232)"
1,"3533363563307a06","Loxodonta africana","20-05-2023 02:44",26.5624,-33.62966,"POINT (26.5624 -33.62966)"
1,"3533363563307a06","Loxodonta africana","02-08-2023 16:39",26.57495,-33.62819,"POINT (26.57495 -33.62819)"
1,"3533363563307a06","Loxodonta africana","31-12-2023 15:10",26.58126,-33.60604,"POINT (26.58126 -33.60604)"
1,"3533363563307a06","Loxodonta africana","09-01-2022 10:08",26.57086,-33.62698,"POINT (26.57086 -33.62698)"
1,"3533363563307a06","Loxodonta africana","21-03-2023 02:26",26.56265,-33.58355,"POINT (26.56265 -33.58355)"
1,"3533363563307a06","Loxodonta africana","28-06-2023 23:38",26.56268,-33.61186,"POINT (26.56268 -33.61186)"
1,"3533363563307a06","Loxodonta africana","09-06-2022 18:11",26.56799,-33.63805,"POINT (26.56799 -33.63805)"
1,"3533363563307a06","Loxodonta africana","01-09-2023 03:44",26.57923,-33.60495,"POINT (26.57923 -33.60495)"
1,"3533363563307a06","Loxodonta africana","19-02-2023 06:39",26.59554,-33.60821,"POINT (26.59554 -33.60821)"
1,"3533363563307a06","Loxodonta africana","19-07-2023 03:33",26.56762,-33.63391,"POINT (26.56762 -33.63391)"
1,"3533363563307a06","Loxodonta africana","13-06-2023 20:38",26.57213,-33.62528,"POINT (26.57213 -33.62528)"
1,"3533363563307a06","Loxodonta africana","06-01-2023 22:58",26.56058,-33.63268,"POINT (26.56058 -33.63268)"
1,"3533363563307a06","Loxodonta africana","15-03-2023 13:56",26.59459,-33.61445,"POINT (26.59459 -33.61445)"
1,"3533363563307a06","Loxodonta africana","11-09-2023 17:28",26.54574,-33.62112,"POINT (26.54574 -33.62112)"
1,"3533363563307a06","Loxodonta africana","26-04-2023 14:47",26.59637,-33.60102,"POINT (26.59637 -33.60102)"
1,"3533363563307a06","Loxodonta africana","07-02-2023 08:28",26.56397,-33.62808,"POINT (26.56397 -33.62808)"
1,"3533363563307a06","Loxodonta africana","04-03-2023 10:34",26.54996,-33.61671,"POINT (26.54996 -33.61671)"
1,"3533363563307a06","Loxodonta africana","11-04-2022 02:52",26.59449,-33.59008,"POINT (26.59449 -33.59008)"
1,"3533363563307a06","Loxodonta africana","06-01-2023 15:26",26.54386,-33.62137,"POINT (26.54386 -33.62137)"
1,"3533363563307a06","Loxodonta africana","29-03-2023 10:06",26.59957,-33.60699,"POINT (26.59957 -33.60699)"
1,"3533363563307a06","Loxodonta africana","16-04-2023 23:21",26.56358,-33.62983,"POINT (26.56358 -33.62983)"
1,"3533363563307a06","Loxodonta africana","18-03-2023 03:40",26.56397,-33.57275,"POINT (26.56397 -33.57275)"
1,"3533363563307a06","Loxodonta africana","28-09-2022 17:46",26.54447,-33.62221,"POINT (26.54447 -33.62221)"
1,"3533363563307a06","Loxodonta africana","15-09-2023 18:12",26.55209,-33.616,"POINT (26.55209 -33.616)"
1,"3533363563307a06","Loxodonta africana","13-08-2022 11:48",26.55971,-33.63261,"POINT (26.55971 -33.63261)"
1,"3533363563307a06","Loxodonta africana","09-07-2022 21:48",26.56905,-33.63285,"POINT (26.56905 -33.63285)"
1,"3533363563307a06","Loxodonta africana","31-08-2022 17:05",26.55386,-33.63115,"POINT (26.55386 -33.63115)"
1,"3533363563307a06","Loxodonta africana","21-12-2022 19:28",26.55453,-33.63562,"POINT (26.55453 -33.63562)"
1,"3533363563307a06","Loxodonta africana","23-03-2023 22:12",26.60483,-33.6022,"POINT (26.60483 -33.6022)"
1,"3533363563307a06","Loxodonta africana","26-01-2023 13:54",26.58565,-33.60421,"POINT (26.58565 -33.60421)"
1,"3533363563307a06","Loxodonta africana","13-09-2022 23:23",26.56188,-33.62936,"POINT (26.56188 -33.62936)"
1,"3533363563307a06","Loxodonta africana","25-07-2023 11:10",26.56662,-33.63259,"POINT (26.56662 -33.63259)"
1,"3533363563307a06","Loxodonta africana","21-05-2023 20:53",26.56364,-33.62723,"POINT (26.56364 -33.62723)"
1,"3533363563307a06","Loxodonta africana","27-02-2023 17:56",26.57079,-33.61603,"POINT (26.57079 -33.61603)"
1,"3533363563307a06","Loxodonta africana","28-10-2022 22:46",26.56345,-33.61137,"POINT (26.56345 -33.61137)"
1,"3533363563307a06","Loxodonta africana","16-08-2022 06:34",26.56612,-33.62632,"POINT (26.56612 -33.62632)"
1,"3533363563307a06","Loxodonta africana","17-11-2023 06:32",26.6002,-33.61176,"POINT (26.6002 -33.61176)"
1,"3533363563307a06","Loxodonta africana","30-12-2022 11:18",26.56189,-33.62247,"POINT (26.56189 -33.62247)"
1,"3533363563307a06","Loxodonta africana","29-05-2023 13:08",26.56871,-33.62647,"POINT (26.56871 -33.62647)"
1,"3533363563307a06","Loxodonta africana","01-04-2023 21:20",26.55754,-33.6287,"POINT (26.55754 -33.6287)"
1,"3533363563307a06","Loxodonta africana","12-12-2023 01:44",26.59367,-33.57343,"POINT (26.59367 -33.57343)"
1,"3533363563307a06","Loxodonta africana","28-07-2023 15:45",26.57674,-33.62439,"POINT (26.57674 -33.62439)"
1,"3533363563307a06","Loxodonta africana","11-08-2023 01:13",26.54544,-33.6182,"POINT (26.54544 -33.6182)"
1,"3533363563307a06","Loxodonta africana","14-09-2022 13:57",26.58327,-33.62614,"POINT (26.58327 -33.62614)"
1,"3533363563307a06","Loxodonta africana","27-12-2023 06:58",26.59508,-33.60386,"POINT (26.59508 -33.60386)"
1,"3533363563307a06","Loxodonta africana","19-06-2023 22:44",26.58098,-33.6162,"POINT (26.58098 -33.6162)"
1,"3533363563307a06","Loxodonta africana","22-03-2023 14:34",26.59323,-33.60543,"POINT (26.59323 -33.60543)"
1,"3533363563307a06","Loxodonta africana","24-11-2022 11:50",26.58871,-33.59485,"POINT (26.58871 -33.59485)"
1,"3533363563307a06","Loxodonta africana","30-09-2022 01:24",26.57001,-33.61048,"POINT (26.57001 -33.61048)"
1,"3533363563307a06","Loxodonta africana","19-09-2022 12:58",26.57439,-33.61804,"POINT (26.57439 -33.61804)"
1,"3533363563307a06","Loxodonta africana","19-08-2023 23:33",26.57394,-33.62588,"POINT (26.57394 -33.62588)"
1,"3533363563307a06","Loxodonta africana","09-10-2023 04:26",26.5611,-33.62804,"POINT (26.5611 -33.62804)"
